Cote;ISBD;Note1;;Note2;Indexation 600;Indexation 606;;;
*C1999 - NOV*;Lecture [enregistrement sonore] / Valère Novarina. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 1 mini-disc;"Valère Novarina est sans conteste l'auteur dramatique français le plus exceptionnel. Un ""théâtre des paroles"" dont le champ d'intérêt est sans limite, comme celui de Shakespeare avec lequel, sans doute, il est seul comparable. Des éternelles inquiétudes métaphysiques aux anecdotes, drôles ou pas, de la quotidienneté la plus triviale. De notre toujours surprenante naissance au monde à la certitude mortelle de notre incertitude dans la vacuité de tout. Son ?uvre, aujourd'hui beaucoup représentée, est servie par des acteurs de premier ordre. Valère Novarina en lira des extraits avec le talent qu'on lui connaît, avant de se prêter au jeu des questions. (Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;Novarina;;;;
*C1999 - QUE*;"Privé/Public, manières de faire des mondes communs [enregistrement sonore] : Cycle de conférences ""Privé/Public"" coordonné par Corine Pencenat et Antonia Birnbaum / Louis Quéré. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Conférence de Louis Quéré dans le cadre du cycle de conférences ""Privé/Public"" cycle de conférences coordonné par Corine Pencenat et Antonia Birnbaum. ""A quels ""espèces d'espaces"" avons-nous aujourd'hui affaire. Comment se manifestent-ils à nos yeux ? Le récent Monica-Gate est un exemple frappant des rapports ambigüs qu'entretiennent aujourd'hui ces deux régimes. Ce cycle de conférences envisage d'interroger les relations entre les domaines privé-public par le biais d'un principe charnière : celui de l'action. Se placer à cet endroit, celui de l'acte et de ses effets, permet de voir émerger les points de partage entre ces deux modes de manifestations, la complexité de leurs définitions, et de relever l'inquiétude qui peut surgir de leur instabilité présente. Un chercheur, une architecte-psychanalyste, un artiste, un écrivain en liaison avec le monde du théâtre, un philosophe investigueront chacun dans leur prpre champ les lignes que l'action partage entre les domaines privé, public, commun...(Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Bien commun;;;
*C1999 - ROU*;"Lecture [enregistrement sonore] : Cycle de conférences ""Nombres, fétiches"" coordonné par Jean-Pierre Greff / Jacques Roubaud. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Lecture de Jacques Roubaud, poète, dans le cadre du cycle de conférences ""Nombres, fétiches"" en clin d'oeil au passage à l'an 2000. ""[...]raison suffisante pour nous inviter à réinterroger l'imaginaire des nombres, leurs usages sociaux, les spéculations philosophiques, esthétiques ou volontiers ésotériques qu'ils favorisent. [...] Si les nombres , depuis les époques historiques les plus reculées excèdent ainsi leur fonction de numération pour se faire le support électif d'élaborations symboliques, s'ils sont porteurs de significations et expriment des forces ou des puissances (fétiches donc), si les nombres enfin, par delà les strictes expressions arithmétiques nous apparaissent comme des principes, des idées, des qualités plus que des quantités, c'est qu'ils procèdent d'une logique de relativité : les nombres sont essentiellement des n?uds ou des réseaux de relations.[...] Des nombres, ce cycle de conférences fera l'éloge critique"". (Source: Rapport d'activité 2000)";;Fichier numérisé disponible.;;;;;
*C1999 - TIB*;"Les cabanes [enregistrement sonore] : Une pratique contemporaine des artistes dans la natureCycle de conférences ""Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff / Gilles A. Tiberghien. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 1 cassette audio";"Conférence de Gilles A. Tiberghien, philosophe et enseignant d'esthétique à l'université de Paris 1 Panthéon-Sorbonne donnée dans le cadre du Cycle de conférences ""Art et nature"".";;;;Cabanes;;;
*C1999-BOU*;"Le serial killer, enquête sur une déviance [enregistrement sonore] : Cycle de conférences ""Films et romans policiers"" coordonné par Thomas Soriano. / Stéphane Bourgoin. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 1 cassette audio";"Conférence de Stéphane Bourgoin le 21 avril 1999 à l'Ecole des Arts Décoratifs de Strasbourg. ""Depuis plus d'une dizaine d'années, j'ai eu l'occasion de rencontrer et de questionner longuement près de trente de ces serial killers, pour la plupart dans les prisons américaines, grâce à mes relations avec l'unité spécialisée du F.B.I., à Quantico, en Virginie, et que l'on voit à l'?uvre dans le film ""Le silence des agneaux"". Suite aux paramètres et aux réponses recueillies auprès des tueurs, les agents du F.B.I. analysent les scènes de crimes de ces serial killers pour en dresser un profil psychologique qui permet, quelquefois, de résoudre une enquête rendue extrêmement difficile par l'absence de mobile apparent (...)."" (Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Criminologie;;;
*C1999-CAS1*;"L'?uvre du web [enregistrement sonore] : Cycle de conférences ""Privé/Public"" coordonné par Corine Pencenat et Antonia Birnbaum / Philippe Castellin. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Conférence de Philippe Castellin dans le cadre du cycle de conférences ""Privé/Public"" cycle de conférences coordonné par Corine Pencenat et Antonia Birnbaum. ""A quels ""espèces d'espaces"" avons-nous aujourd'hui affaire. Comment se manifestent-ils à nos yeux ? Le récent Monica-Gate est un exemple frappant des rapports ambigüs qu'entretiennent aujourd'hui ces deux régimes. Ce cycle de conférences envisage d'interroger les relations entre les domaines privé-public par le biais d'un principe charnière : celui de l'action. Se placer à cet endroit, celui de l'acte et de ses effets, permet de voir émerger les points de partage entre ces deux modes de manifestations, la complexité de leurs définitions, et de relever l'inquiétude qui peut surgir de leur instabilité présente. Un chercheur, une architecte-psychanalyste, un artiste, un écrivain en liaison avec le monde du théâtre, un philosophe investigueront chacun dans leur prpre champ les lignes que l'action partage entre les domaines privé, public, commun...(Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Art;;;
*C1999-CAS2*;"L'?uvre du web [enregistrement sonore] : Cycle de conférences ""Privé/Public"" coordonné par Corine Pencenat et Antonia Birnbaum / Philippe Castellin. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Conférence de Philippe Castellin dans le cadre du cycle de conférences ""Privé/Public"" cycle de conférences coordonné par Corine Pencenat et Antonia Birnbaum. ""A quels ""espèces d'espaces"" avons-nous aujourd'hui affaire. Comment se manifestent-ils à nos yeux ? Le récent Monica-Gate est un exemple frappant des rapports ambigüs qu'entretiennent aujourd'hui ces deux régimes. Ce cycle de conférences envisage d'interroger les relations entre les domaines privé-public par le biais d'un principe charnière : celui de l'action. Se placer à cet endroit, celui de l'acte et de ses effets, permet de voir émerger les points de partage entre ces deux modes de manifestations, la complexité de leurs définitions, et de relever l'inquiétude qui peut surgir de leur instabilité présente. Un chercheur, une architecte-psychanalyste, un artiste, un écrivain en liaison avec le monde du théâtre, un philosophe investigueront chacun dans leur prpre champ les lignes que l'action partage entre les domaines privé, public, commun...(Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Art;;;
*C1999-CHA*;"[Conférence] [enregistrement sonore] : Cycle de conférences ""Espaces décrits/espaces d'écrits"" coordonné par Elisabeth Milon et Jean-Pierre Greff / Alain Charre. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 1 cassette audio";"Conférence d'Alain Charre dans le cadre du Cycle de conférences ""Espaces décrits/espaces d'écrits"" coordonné par Elisabeth Milon et Jean-Pierre Greff. ""L'écrit fonde. En décrivant, il flotte entre la chose décrite et son concept. N'est-ce pas le Re aedificatoria d'Alberti qui inventa au XVème siècle l'architecture et la ville modernes? Quand les fondations crissent, quand les échelles se fondent entre elles, reste-t-il à l'écrit la description de la dé-fondation? La mégalopole mondiale est-elle fondée? Est-elle descriptible? Resterait-il alors l'écriture poématique de Walter Benjamin."" (Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Architecture;;;
*C1999-DEC1*;"Dentelles et sécurité [enregistrement sonore] : Cycle de conférences ""Privé/Public"" coordonné par Corine Pencenat et Antonia Birnbaum / Chantal Deckmyn. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Conférence de Chantal Deckmyn dans le cadre du cycle de conférences ""Privé/Public"" cycle de conférences coordonné par Corine Pencenat et Antonia Birnbaum. ""A quels ""espèces d'espaces"" avons-nous aujourd'hui affaire. Comment se manifestent-ils à nos yeux ? Le récent Monica-Gate est un exemple frappant des rapports ambigüs qu'entretiennent aujourd'hui ces deux régimes. Ce cycle de conférences envisage d'interroger les relations entre les domaines privé-public par le biais d'un principe charnière : celui de l'action. Se placer à cet endroit, celui de l'acte et de ses effets, permet de voir émerger les points de partage entre ces deux modes de manifestations, la complexité de leurs définitions, et de relever l'inquiétude qui peut surgir de leur instabilité présente. Un chercheur, une architecte-psychanalyste, un artiste, un écrivain en liaison avec le monde du théâtre, un philosophe investigueront chacun dans leur prpre champ les lignes que l'action partage entre les domaines privé, public, commun...(Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Vie sociale;;;
*C1999-DEC2*;"Dentelles et sécurité [enregistrement sonore] : Cycle de conférences ""Privé/Public"" coordonné par Corine Pencenat et Antonia Birnbaum / Chantal Deckmyn. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Conférence de Chantal Deckmyn dans le cadre du cycle de conférences ""Privé/Public"" cycle de conférences coordonné par Corine Pencenat et Antonia Birnbaum. ""A quels ""espèces d'espaces"" avons-nous aujourd'hui affaire. Comment se manifestent-ils à nos yeux ? Le récent Monica-Gate est un exemple frappant des rapports ambigüs qu'entretiennent aujourd'hui ces deux régimes. Ce cycle de conférences envisage d'interroger les relations entre les domaines privé-public par le biais d'un principe charnière : celui de l'action. Se placer à cet endroit, celui de l'acte et de ses effets, permet de voir émerger les points de partage entre ces deux modes de manifestations, la complexité de leurs définitions, et de relever l'inquiétude qui peut surgir de leur instabilité présente. Un chercheur, une architecte-psychanalyste, un artiste, un écrivain en liaison avec le monde du théâtre, un philosophe investigueront chacun dans leur prpre champ les lignes que l'action partage entre les domaines privé, public, commun...(Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Vie sociale;;;
*C1999-DOU1*;"De l'obscénité chez les cyniques [enregistrement sonore] : Cycle de conférences ""Privé/Public"" coordonné par Corine Pencenat et Antonia Birnbaum / Stéphane Douallier. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1999. - 2 mini-disc";"Conférence de Stéphane Douallier dans le cadre du cycle de conférences ""Privé/Public"" cycle de conférences coordonné par Corine Pencenat et Antonia Birnbaum. ""A quels ""espèces d'espaces"" avons-nous aujourd'hui affaire. Comment se manifestent-ils à nos yeux ? Le récent Monica-Gate est un exemple frappant des rapports ambigüs qu'entretiennent aujourd'hui ces deux régimes. Ce cycle de conférences envisage d'interroger les relations entre les domaines privé-public par le biais d'un principe charnière : celui de l'action. Se placer à cet endroit, celui de l'acte et de ses effets, permet de voir émerger les points de partage entre ces deux modes de manifestations, la complexité de leurs définitions, et de relever l'inquiétude qui peut surgir de leur instabilité présente. Un chercheur, une architecte-psychanalyste, un artiste, un écrivain en liaison avec le monde du théâtre, un philosophe investigueront chacun dans leur prpre champ les lignes que l'action partage entre les domaines privé, public, commun...(Source: Rapport d'activité 1999)";;Fichier numérisé disponible.;;Cynisme;;;
